,ipt,instance,pid,condition,order,fcaps,BFS,ASTAR,GBFS,ALH,start_hierarchy,optimal_cost,lh1,lh2,lh3,lh4,lh5,lh6,lh7
0,15106,TOL_112,0,1,1,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
1,18402,TOL_112,15,1,15,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
2,4773,TOL_112,38,1,21,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
3,23290,TOL_112,39,1,35,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
4,57899,TOL_112,51,1,7,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
5,7816,TOL_112,64,1,15,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
6,19954,TOL_112,65,1,5,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
7,4697,TOL_112,70,1,22,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
8,15640,TOL_112,75,1,5,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
9,12080,TOL_112,77,1,28,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
10,11095,TOL_112,79,1,2,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
11,4815,TOL_112,81,1,21,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
12,27863,TOL_112,93,1,24,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
13,5742,TOL_112,122,1,8,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
14,1662,TOL_112,130,1,26,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
15,14255,TOL_112,131,1,18,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
16,15142,TOL_112,169,1,29,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
17,8365,TOL_112,173,1,10,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
18,5715,TOL_112,174,1,1,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
19,27424,TOL_112,182,1,13,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
20,37541,TOL_112,188,1,23,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
21,34246,TOL_112,204,1,33,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
22,11964,TOL_112,207,1,21,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
23,8463,TOL_112,219,1,1,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
24,6336,TOL_112,221,1,32,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
25,2805,TOL_112,225,1,36,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
26,36338,TOL_112,227,1,14,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
27,6590,TOL_112,232,1,28,35,1470,66,15,67,2,6,4,14,45,145,461,1470,1470
28,13976,TOL_5,0,1,2,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
29,36308,TOL_5,9,1,7,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
30,38735,TOL_5,15,1,4,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
31,4375,TOL_5,20,1,21,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
32,3519,TOL_5,28,1,21,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
33,31251,TOL_5,29,1,9,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
34,6520,TOL_5,38,1,12,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
35,32084,TOL_5,40,1,2,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
36,27893,TOL_5,48,1,21,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
37,7587,TOL_5,75,1,3,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
38,29002,TOL_5,83,1,29,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
39,10832,TOL_5,97,1,23,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
40,3841,TOL_5,100,1,38,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
41,22955,TOL_5,104,1,25,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
42,12601,TOL_5,122,1,12,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
43,16054,TOL_5,124,1,25,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
44,20203,TOL_5,131,1,16,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
45,5624,TOL_5,138,1,27,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
46,7980,TOL_5,145,1,32,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
47,5935,TOL_5,159,1,34,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
48,4898,TOL_5,181,1,39,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
49,20948,TOL_5,188,1,19,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
50,34821,TOL_5,189,1,23,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
51,7221,TOL_5,190,1,35,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
52,11316,TOL_5,191,1,15,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
53,18605,TOL_5,199,1,39,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
54,17617,TOL_5,203,1,35,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
55,18734,TOL_5,208,1,20,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
56,3029,TOL_5,217,1,31,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
57,9413,TOL_5,218,1,23,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
58,13935,TOL_5,227,1,36,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
59,8731,TOL_5,235,1,36,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
60,14294,TOL_5,240,1,20,39,3291,188,13,179,1,7,3,10,32,102,325,1034,3291
61,13605,TOL_23,0,1,3,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
62,18723,TOL_23,5,1,20,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
63,16597,TOL_23,8,1,9,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
64,3096,TOL_23,20,1,17,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
65,1665,TOL_23,21,1,12,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
66,5231,TOL_23,22,1,28,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
67,13915,TOL_23,28,1,33,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
68,4312,TOL_23,31,1,1,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
69,29568,TOL_23,39,1,32,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
70,32641,TOL_23,41,1,18,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
71,24142,TOL_23,42,1,6,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
72,3879,TOL_23,43,1,22,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
73,1708,TOL_23,46,1,29,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
74,10184,TOL_23,48,1,36,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
75,2383,TOL_23,55,1,20,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
76,2104,TOL_23,64,1,31,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
77,6612,TOL_23,65,1,9,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
78,3732,TOL_23,67,1,10,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
79,17064,TOL_23,74,1,36,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
80,33427,TOL_23,81,1,4,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
81,18846,TOL_23,83,1,27,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
82,3696,TOL_23,84,1,21,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
83,2428,TOL_23,89,1,9,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
84,15214,TOL_23,93,1,12,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
85,26767,TOL_23,126,1,9,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
86,9603,TOL_23,128,1,15,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
87,1087,TOL_23,130,1,15,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
88,10590,TOL_23,132,1,7,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
89,2365,TOL_23,138,1,39,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
90,14067,TOL_23,140,1,18,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
91,18669,TOL_23,142,1,1,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
92,4453,TOL_23,143,1,15,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
93,42418,TOL_23,151,1,39,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
94,23874,TOL_23,155,1,33,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
95,3631,TOL_23,160,1,11,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
96,8610,TOL_23,162,1,33,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
97,26567,TOL_23,168,1,7,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
98,10849,TOL_23,169,1,24,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
99,6092,TOL_23,177,1,9,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
100,14751,TOL_23,178,1,36,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
101,6982,TOL_23,186,1,11,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
102,7731,TOL_23,189,1,2,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
103,15384,TOL_23,199,1,28,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
104,8685,TOL_23,204,1,37,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
105,4009,TOL_23,208,1,23,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
106,8221,TOL_23,219,1,27,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
107,4857,TOL_23,228,1,25,39,1034,54,11,57,1,6,3,10,32,102,325,1034,1034
108,19518,TOL_26,0,1,4,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
109,77214,TOL_26,9,1,17,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
110,2877,TOL_26,29,1,29,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
111,16438,TOL_26,33,1,33,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
112,5822,TOL_26,40,1,31,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
113,1814,TOL_26,46,1,24,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
114,3347,TOL_26,62,1,39,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
115,21919,TOL_26,65,1,2,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
116,8313,TOL_26,70,1,13,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
117,26708,TOL_26,83,1,38,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
118,35936,TOL_26,104,1,22,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
119,2164,TOL_26,110,1,31,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
120,80825,TOL_26,116,1,18,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
121,10429,TOL_26,126,1,38,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
122,1901,TOL_26,130,1,16,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
123,32650,TOL_26,131,1,19,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
124,15158,TOL_26,140,1,29,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
125,6723,TOL_26,146,1,8,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
126,9573,TOL_26,147,1,17,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
127,33417,TOL_26,155,1,20,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
128,3399,TOL_26,159,1,20,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
129,2625,TOL_26,160,1,21,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
130,27414,TOL_26,168,1,5,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
131,29432,TOL_26,169,1,26,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
132,6577,TOL_26,174,1,5,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
133,15362,TOL_26,177,1,11,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
134,27232,TOL_26,178,1,24,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
135,7962,TOL_26,186,1,27,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
136,5908,TOL_26,190,1,33,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
137,58214,TOL_26,191,1,24,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
138,9795,TOL_26,204,1,31,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
139,19643,TOL_26,213,1,17,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
140,9292,TOL_26,218,1,1,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
141,12384,TOL_26,220,1,21,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
142,21853,TOL_26,227,1,25,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
143,7933,TOL_26,235,1,12,39,3291,155,14,143,1,7,3,10,32,102,325,1034,3291
144,18963,TOL_58,0,1,5,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
145,20432,TOL_58,9,1,6,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
146,13370,TOL_58,13,1,37,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
147,21729,TOL_58,17,1,24,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
148,2353,TOL_58,21,1,18,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
149,4816,TOL_58,42,1,35,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
150,6434,TOL_58,46,1,38,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
151,5356,TOL_58,48,1,39,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
152,4088,TOL_58,49,1,23,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
153,6362,TOL_58,51,1,1,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
154,10134,TOL_58,55,1,38,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
155,2839,TOL_58,62,1,27,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
156,8011,TOL_58,64,1,20,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
157,2844,TOL_58,65,1,39,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
158,4064,TOL_58,70,1,20,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
159,13664,TOL_58,73,1,34,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
160,45640,TOL_58,81,1,26,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
161,15377,TOL_58,83,1,15,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
162,9408,TOL_58,100,1,36,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
163,3449,TOL_58,104,1,18,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
164,27842,TOL_58,115,1,15,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
165,6481,TOL_58,124,1,11,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
166,3426,TOL_58,125,1,1,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
167,5624,TOL_58,128,1,7,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
168,27325,TOL_58,139,1,4,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
169,5900,TOL_58,150,1,32,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
170,4471,TOL_58,158,1,6,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
171,19738,TOL_58,161,1,14,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
172,19096,TOL_58,162,1,31,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
173,41958,TOL_58,174,1,6,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
174,28960,TOL_58,178,1,9,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
175,41149,TOL_58,191,1,36,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
176,7039,TOL_58,193,1,37,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
177,41259,TOL_58,205,1,12,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
178,4625,TOL_58,206,1,26,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
179,15308,TOL_58,208,1,18,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
180,25406,TOL_58,218,1,28,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
181,5737,TOL_58,228,1,32,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
182,47543,TOL_58,235,1,22,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
183,29177,TOL_58,236,1,12,30,1820,91,12,85,2,6,5,17,56,179,572,1820,1820
184,14711,TOL_9,0,1,6,26,325,16,8,16,1,5,3,10,32,102,325,325,325
185,7969,TOL_9,9,1,38,26,325,16,8,16,1,5,3,10,32,102,325,325,325
186,18270,TOL_9,17,1,36,26,325,16,8,16,1,5,3,10,32,102,325,325,325
187,15921,TOL_9,21,1,7,26,325,16,8,16,1,5,3,10,32,102,325,325,325
188,5932,TOL_9,29,1,19,26,325,16,8,16,1,5,3,10,32,102,325,325,325
189,5977,TOL_9,40,1,9,26,325,16,8,16,1,5,3,10,32,102,325,325,325
190,5011,TOL_9,42,1,9,26,325,16,8,16,1,5,3,10,32,102,325,325,325
191,16291,TOL_9,47,1,26,26,325,16,8,16,1,5,3,10,32,102,325,325,325
192,7427,TOL_9,62,1,4,26,325,16,8,16,1,5,3,10,32,102,325,325,325
193,20706,TOL_9,66,1,4,26,325,16,8,16,1,5,3,10,32,102,325,325,325
194,10805,TOL_9,67,1,15,26,325,16,8,16,1,5,3,10,32,102,325,325,325
195,3455,TOL_9,77,1,25,26,325,16,8,16,1,5,3,10,32,102,325,325,325
196,7452,TOL_9,81,1,29,26,325,16,8,16,1,5,3,10,32,102,325,325,325
197,5928,TOL_9,84,1,27,26,325,16,8,16,1,5,3,10,32,102,325,325,325
198,2789,TOL_9,110,1,35,26,325,16,8,16,1,5,3,10,32,102,325,325,325
199,16988,TOL_9,111,1,28,26,325,16,8,16,1,5,3,10,32,102,325,325,325
200,21938,TOL_9,115,1,33,26,325,16,8,16,1,5,3,10,32,102,325,325,325
201,3183,TOL_9,117,1,28,26,325,16,8,16,1,5,3,10,32,102,325,325,325
202,5391,TOL_9,126,1,39,26,325,16,8,16,1,5,3,10,32,102,325,325,325
203,2622,TOL_9,128,1,36,26,325,16,8,16,1,5,3,10,32,102,325,325,325
204,6470,TOL_9,132,1,12,26,325,16,8,16,1,5,3,10,32,102,325,325,325
205,7288,TOL_9,139,1,10,26,325,16,8,16,1,5,3,10,32,102,325,325,325
206,6128,TOL_9,144,1,21,26,325,16,8,16,1,5,3,10,32,102,325,325,325
207,9356,TOL_9,146,1,38,26,325,16,8,16,1,5,3,10,32,102,325,325,325
208,25261,TOL_9,151,1,15,26,325,16,8,16,1,5,3,10,32,102,325,325,325
209,13063,TOL_9,155,1,37,26,325,16,8,16,1,5,3,10,32,102,325,325,325
210,4235,TOL_9,157,1,6,26,325,16,8,16,1,5,3,10,32,102,325,325,325
211,3922,TOL_9,159,1,25,26,325,16,8,16,1,5,3,10,32,102,325,325,325
212,5047,TOL_9,161,1,37,26,325,16,8,16,1,5,3,10,32,102,325,325,325
213,8307,TOL_9,173,1,34,26,325,16,8,16,1,5,3,10,32,102,325,325,325
214,6643,TOL_9,174,1,4,26,325,16,8,16,1,5,3,10,32,102,325,325,325
215,12437,TOL_9,178,1,38,26,325,16,8,16,1,5,3,10,32,102,325,325,325
216,4330,TOL_9,181,1,3,26,325,16,8,16,1,5,3,10,32,102,325,325,325
217,14905,TOL_9,182,1,9,26,325,16,8,16,1,5,3,10,32,102,325,325,325
218,5243,TOL_9,190,1,28,26,325,16,8,16,1,5,3,10,32,102,325,325,325
219,12926,TOL_9,191,1,37,26,325,16,8,16,1,5,3,10,32,102,325,325,325
220,10216,TOL_9,204,1,18,26,325,16,8,16,1,5,3,10,32,102,325,325,325
221,3553,TOL_9,217,1,29,26,325,16,8,16,1,5,3,10,32,102,325,325,325
222,6955,TOL_9,218,1,13,26,325,16,8,16,1,5,3,10,32,102,325,325,325
223,6846,TOL_9,222,1,12,26,325,16,8,16,1,5,3,10,32,102,325,325,325
224,2305,TOL_9,228,1,39,26,325,16,8,16,1,5,3,10,32,102,325,325,325
225,10568,TOL_9,232,1,20,26,325,16,8,16,1,5,3,10,32,102,325,325,325
226,26650,TOL_94,0,1,7,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
227,1650,TOL_94,5,1,16,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
228,37625,TOL_94,9,1,20,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
229,4818,TOL_94,28,1,38,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
230,13040,TOL_94,30,1,29,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
231,38976,TOL_94,39,1,39,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
232,40682,TOL_94,42,1,7,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
233,5627,TOL_94,43,1,9,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
234,7143,TOL_94,48,1,17,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
235,8923,TOL_94,62,1,18,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
236,35245,TOL_94,65,1,8,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
237,3321,TOL_94,100,1,18,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
238,9916,TOL_94,110,1,10,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
239,62255,TOL_94,116,1,14,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
240,11713,TOL_94,124,1,26,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
241,2261,TOL_94,130,1,7,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
242,7932,TOL_94,138,1,35,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
243,17472,TOL_94,139,1,6,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
244,30067,TOL_94,140,1,26,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
245,5023,TOL_94,144,1,39,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
246,14710,TOL_94,155,1,26,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
247,8820,TOL_94,158,1,32,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
248,14949,TOL_94,159,1,30,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
249,4945,TOL_94,160,1,1,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
250,25676,TOL_94,161,1,34,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
251,46592,TOL_94,169,1,1,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
252,14505,TOL_94,174,1,27,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
253,59992,TOL_94,178,1,37,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
254,12156,TOL_94,181,1,32,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
255,3678,TOL_94,186,1,6,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
256,43443,TOL_94,197,1,3,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
257,71674,TOL_94,204,1,12,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
258,46870,TOL_94,208,1,39,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
259,39880,TOL_94,230,1,26,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
260,5089,TOL_94,232,1,32,44,4675,281,20,239,2,7,4,14,45,145,461,1470,4675
261,16654,TOL_167,0,1,8,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
262,10214,TOL_167,8,1,7,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
263,26346,TOL_167,9,1,16,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
264,33048,TOL_167,15,1,6,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
265,26534,TOL_167,16,1,1,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
266,52920,TOL_167,17,1,17,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
267,4833,TOL_167,20,1,12,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
268,19443,TOL_167,21,1,16,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
269,74707,TOL_167,22,1,6,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
270,17550,TOL_167,28,1,35,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
271,22302,TOL_167,31,1,3,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
272,59035,TOL_167,33,1,4,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
273,66095,TOL_167,39,1,8,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
274,12340,TOL_167,40,1,1,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
275,76331,TOL_167,41,1,22,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
276,53288,TOL_167,42,1,26,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
277,6994,TOL_167,43,1,27,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
278,20174,TOL_167,46,1,1,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
279,10295,TOL_167,47,1,14,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
280,6286,TOL_167,48,1,22,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
281,15480,TOL_167,53,1,9,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
282,3670,TOL_167,55,1,8,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
283,15963,TOL_167,66,1,14,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
284,6764,TOL_167,67,1,20,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
285,10447,TOL_167,70,1,32,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
286,6180,TOL_167,73,1,4,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
287,31651,TOL_167,74,1,1,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
288,10914,TOL_167,75,1,24,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
289,104763,TOL_167,89,1,33,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
290,121104,TOL_167,93,1,22,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
291,14365,TOL_167,104,1,27,35,1820,103,17,88,3,6,5,17,56,179,572,1820,1820
