,ipt,instance,pid,condition,order,fcaps,BFS,ASTAR,GBFS,ALH,start_hierarchy,optimal_cost,lh1,lh2,lh3,lh4,lh5,lh6,lh7
4131,7529,TOL_25,157,1,1,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4132,4492,TOL_25,161,1,6,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4133,7439,TOL_25,166,1,12,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4134,12516,TOL_25,173,1,24,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4135,9793,TOL_25,178,1,1,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4136,8021,TOL_25,182,1,4,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4137,7241,TOL_25,187,1,27,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4138,34421,TOL_25,199,1,12,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4139,10117,TOL_25,200,1,25,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4140,7006,TOL_25,205,1,21,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4141,4979,TOL_25,208,1,12,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4142,26501,TOL_25,213,1,33,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4143,10323,TOL_25,217,1,39,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4144,18793,TOL_25,218,1,5,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4145,7076,TOL_25,222,1,32,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4146,3451,TOL_25,228,1,20,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4147,5194,TOL_25,230,1,29,22,102,8,5,9,1,4,3,10,32,102,102,102,102
4148,34274,TOL_56,15,1,29,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4149,10114,TOL_56,16,1,18,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4150,56084,TOL_56,17,1,33,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4151,9439,TOL_56,21,1,38,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4152,14812,TOL_56,22,1,29,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4153,109854,TOL_56,23,1,8,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4154,14387,TOL_56,28,1,17,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4155,10629,TOL_56,31,1,27,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4156,27016,TOL_56,39,1,33,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4157,6358,TOL_56,40,1,27,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4158,5874,TOL_56,43,1,38,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4159,4653,TOL_56,49,1,5,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4160,23469,TOL_56,51,1,9,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4161,8602,TOL_56,64,1,6,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4162,10411,TOL_56,74,1,7,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4163,8596,TOL_56,84,1,34,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4164,6780,TOL_56,94,1,8,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4165,6073,TOL_56,99,1,33,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4166,6815,TOL_56,105,1,1,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4167,91844,TOL_56,112,1,5,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4168,8108,TOL_56,115,1,16,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4169,20450,TOL_56,117,1,5,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4170,3218,TOL_56,142,1,32,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4171,38758,TOL_56,147,1,2,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4172,35854,TOL_56,150,1,4,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4173,10981,TOL_56,151,1,34,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4174,27848,TOL_56,155,1,15,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4175,40965,TOL_56,156,1,36,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4176,5775,TOL_56,157,1,18,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4177,6318,TOL_56,158,1,22,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4178,6286,TOL_56,162,1,20,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4179,5627,TOL_56,177,1,27,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4180,10622,TOL_56,186,1,13,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4181,15457,TOL_56,187,1,2,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4182,16373,TOL_56,188,1,17,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4183,13228,TOL_56,190,1,19,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4184,14071,TOL_56,193,1,18,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4185,23961,TOL_56,203,1,4,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4186,9194,TOL_56,204,1,24,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4187,14284,TOL_56,205,1,8,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4188,40461,TOL_56,207,1,9,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4189,16466,TOL_56,219,1,32,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4190,42083,TOL_56,220,1,5,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4191,41881,TOL_56,225,1,11,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4192,3198,TOL_56,236,1,28,35,1820,116,15,118,2,6,5,17,56,179,572,1820,1820
4193,9656,TOL_75,5,1,35,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4194,8394,TOL_75,9,1,22,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4195,5054,TOL_75,20,1,8,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4196,5537,TOL_75,32,1,12,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4197,16567,TOL_75,41,1,12,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4198,5298,TOL_75,53,1,2,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4199,2145,TOL_75,62,1,23,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4200,3901,TOL_75,67,1,22,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4201,4294,TOL_75,73,1,31,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4202,20699,TOL_75,74,1,21,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4203,8144,TOL_75,75,1,32,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4204,8817,TOL_75,84,1,29,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4205,17861,TOL_75,94,1,1,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4206,8729,TOL_75,97,1,26,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4207,3105,TOL_75,100,1,29,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4208,2281,TOL_75,130,1,32,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4209,3758,TOL_75,139,1,9,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4210,6136,TOL_75,143,1,9,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4211,21149,TOL_75,155,1,31,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4212,6575,TOL_75,157,1,27,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4213,2105,TOL_75,160,1,39,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4214,11624,TOL_75,168,1,33,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4215,3567,TOL_75,169,1,33,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4216,21218,TOL_75,173,1,22,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4217,6546,TOL_75,174,1,19,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4218,8116,TOL_75,178,1,3,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4219,3357,TOL_75,186,1,37,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4220,5981,TOL_75,188,1,3,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4221,8394,TOL_75,191,1,4,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4222,5792,TOL_75,193,1,8,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4223,14328,TOL_75,199,1,24,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4224,4548,TOL_75,206,1,21,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4225,5643,TOL_75,217,1,12,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4226,12880,TOL_75,219,1,23,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4227,1595,TOL_75,225,1,17,22,145,8,4,10,2,4,4,14,45,145,145,145,145
4228,1990,TOL_107,5,1,14,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4229,14876,TOL_107,8,1,31,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4230,8884,TOL_107,9,1,14,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4231,12089,TOL_107,16,1,38,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4232,21179,TOL_107,20,1,1,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4233,2947,TOL_107,29,1,18,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4234,46038,TOL_107,30,1,5,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4235,16898,TOL_107,38,1,9,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4236,9182,TOL_107,47,1,33,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4237,13294,TOL_107,48,1,10,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4238,5240,TOL_107,49,1,30,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4239,23761,TOL_107,53,1,7,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4240,4726,TOL_107,64,1,3,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4241,2407,TOL_107,65,1,35,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4242,15104,TOL_107,74,1,18,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4243,2236,TOL_107,89,1,12,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4244,7046,TOL_107,97,1,9,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4245,23807,TOL_107,110,1,20,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4246,4874,TOL_107,117,1,31,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4247,7192,TOL_107,122,1,20,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4248,4302,TOL_107,125,1,5,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4249,7991,TOL_107,126,1,31,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4250,12491,TOL_107,128,1,4,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4251,4521,TOL_107,130,1,5,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4252,10443,TOL_107,131,1,15,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4253,7636,TOL_107,132,1,15,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4254,8885,TOL_107,139,1,8,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4255,39312,TOL_107,142,1,36,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4256,29853,TOL_107,145,1,17,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4257,10980,TOL_107,155,1,25,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4258,23142,TOL_107,158,1,17,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4259,4012,TOL_107,160,1,8,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4260,4178,TOL_107,161,1,17,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4261,9148,TOL_107,162,1,25,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4262,11802,TOL_107,169,1,3,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4263,6212,TOL_107,181,1,12,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4264,9979,TOL_107,186,1,15,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4265,24481,TOL_107,188,1,25,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4266,6180,TOL_107,190,1,31,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4267,9084,TOL_107,191,1,27,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4268,9910,TOL_107,193,1,34,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4269,13531,TOL_107,197,1,31,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4270,15393,TOL_107,203,1,21,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4271,23178,TOL_107,206,1,11,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4272,10099,TOL_107,208,1,27,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4273,6870,TOL_107,219,1,17,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4274,14252,TOL_107,220,1,38,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4275,7297,TOL_107,228,1,29,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4276,26898,TOL_107,240,1,12,26,461,25,10,30,2,5,4,14,45,145,461,461,461
4277,101733,TOL_191,5,1,22,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4278,4836,TOL_191,15,1,25,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4279,22097,TOL_191,16,1,3,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4280,20647,TOL_191,22,1,27,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4281,45891,TOL_191,30,1,14,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4282,27304,TOL_191,38,1,38,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4283,72009,TOL_191,39,1,21,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4284,23534,TOL_191,40,1,38,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4285,64489,TOL_191,41,1,34,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4286,3746,TOL_191,43,1,33,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4287,14286,TOL_191,47,1,12,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4288,15448,TOL_191,53,1,22,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4289,7322,TOL_191,62,1,7,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4290,17238,TOL_191,67,1,5,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4291,9782,TOL_191,70,1,35,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4292,35993,TOL_191,116,1,27,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4293,3744,TOL_191,117,1,34,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4294,8432,TOL_191,124,1,18,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4295,48474,TOL_191,126,1,26,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4296,7301,TOL_191,130,1,8,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4297,8117,TOL_191,132,1,30,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4298,28985,TOL_191,138,1,37,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4299,14423,TOL_191,144,1,12,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4300,38686,TOL_191,151,1,27,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4301,22060,TOL_191,160,1,3,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4302,26877,TOL_191,169,1,9,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4303,12787,TOL_191,178,1,20,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4304,9790,TOL_191,181,1,8,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4305,62123,TOL_191,182,1,34,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4306,19648,TOL_191,186,1,2,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4307,91354,TOL_191,191,1,28,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4308,6487,TOL_191,193,1,38,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4309,7996,TOL_191,206,1,25,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4310,64630,TOL_191,208,1,16,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4311,117704,TOL_191,221,1,18,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4312,12380,TOL_191,232,1,39,44,3291,149,17,122,2,7,3,10,32,102,325,1034,3291
4313,17176,TOL_137,5,1,33,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4314,20141,TOL_137,9,1,28,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4315,7822,TOL_137,16,1,5,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4316,6466,TOL_137,20,1,34,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4317,15800,TOL_137,28,1,34,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4318,7826,TOL_137,29,1,6,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4319,44319,TOL_137,30,1,25,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4320,6721,TOL_137,43,1,31,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4321,14583,TOL_137,47,1,29,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4322,6111,TOL_137,55,1,35,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4323,9184,TOL_137,64,1,37,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4324,4593,TOL_137,81,1,33,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4325,21400,TOL_137,83,1,22,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4326,4153,TOL_137,100,1,25,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4327,10879,TOL_137,111,1,19,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4328,6992,TOL_137,122,1,25,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4329,6507,TOL_137,132,1,20,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4330,12644,TOL_137,142,1,24,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4331,4877,TOL_137,146,1,12,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4332,14561,TOL_137,147,1,32,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4333,25116,TOL_137,158,1,36,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4334,13678,TOL_137,168,1,4,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4335,15242,TOL_137,173,1,1,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4336,6800,TOL_137,181,1,33,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4337,11023,TOL_137,193,1,6,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4338,28280,TOL_137,203,1,32,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4339,9129,TOL_137,219,1,24,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4340,21226,TOL_137,220,1,25,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4341,5043,TOL_137,225,1,5,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4342,75225,TOL_137,230,1,7,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4343,16187,TOL_137,232,1,27,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4344,19593,TOL_137,235,1,1,35,1470,67,13,70,2,6,4,14,45,145,461,1470,1470
4345,5273,TOL_146,20,1,9,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4346,14996,TOL_146,23,1,19,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4347,18338,TOL_146,28,1,14,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4348,55209,TOL_146,30,1,34,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4349,15729,TOL_146,39,1,37,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4350,7403,TOL_146,42,1,37,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4351,12450,TOL_146,46,1,7,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4352,23053,TOL_146,49,1,20,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4353,42296,TOL_146,65,1,7,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4354,5025,TOL_146,66,1,33,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4355,5172,TOL_146,70,1,33,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4356,12263,TOL_146,73,1,27,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4357,17645,TOL_146,75,1,13,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4358,3039,TOL_146,77,1,37,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4359,7168,TOL_146,79,1,31,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4360,12715,TOL_146,84,1,32,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4361,90154,TOL_146,88,1,30,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4362,12717,TOL_146,97,1,27,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4363,13936,TOL_146,99,1,24,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4364,14232,TOL_146,100,1,30,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4365,2654,TOL_146,104,1,6,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4366,30196,TOL_146,111,1,30,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4367,20566,TOL_146,116,1,16,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4368,10890,TOL_146,117,1,12,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4369,14121,TOL_146,126,1,34,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4370,10131,TOL_146,139,1,31,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4371,12138,TOL_146,142,1,25,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4372,5066,TOL_146,143,1,38,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4373,7101,TOL_146,144,1,31,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4374,7532,TOL_146,162,1,24,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4375,35758,TOL_146,168,1,32,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4376,8952,TOL_146,177,1,31,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4377,47007,TOL_146,178,1,25,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4378,90480,TOL_146,182,1,3,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4379,57478,TOL_146,187,1,26,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4380,25237,TOL_146,197,1,36,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4381,118129,TOL_146,199,1,14,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4382,17932,TOL_146,207,1,14,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4383,19516,TOL_146,218,1,32,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4384,45203,TOL_146,222,1,38,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4385,7101,TOL_146,225,1,21,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4386,3968,TOL_146,228,1,37,39,5795,288,20,248,3,7,5,17,56,179,572,1820,5795
4387,33358,TOL_73,15,1,39,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4388,22624,TOL_73,21,1,20,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4389,7133,TOL_73,38,1,5,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4390,4395,TOL_73,43,1,13,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4391,17629,TOL_73,46,1,4,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4392,17117,TOL_73,53,1,16,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4393,5713,TOL_73,62,1,15,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4394,5415,TOL_73,65,1,25,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4395,14770,TOL_73,67,1,12,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4396,28167,TOL_73,70,1,15,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4397,24971,TOL_73,73,1,11,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4398,22213,TOL_73,75,1,18,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4399,31730,TOL_73,83,1,34,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4400,3718,TOL_73,89,1,39,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4401,5831,TOL_73,97,1,17,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4402,52625,TOL_73,111,1,14,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4403,4521,TOL_73,124,1,5,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4404,11612,TOL_73,128,1,10,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4405,1695,TOL_73,130,1,23,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4406,33354,TOL_73,131,1,4,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4407,4492,TOL_73,132,1,3,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4408,10269,TOL_73,142,1,9,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4409,10094,TOL_73,159,1,32,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4410,13658,TOL_73,160,1,30,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4411,8918,TOL_73,162,1,18,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4412,34544,TOL_73,169,1,14,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4413,59441,TOL_73,181,1,22,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4414,22356,TOL_73,186,1,33,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4415,5321,TOL_73,190,1,2,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4416,17813,TOL_73,197,1,23,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4417,24093,TOL_73,199,1,3,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4418,28693,TOL_73,205,1,2,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4419,24864,TOL_73,217,1,10,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
4420,44437,TOL_73,218,1,35,39,4675,177,21,178,2,7,4,14,45,145,461,1470,4675
